gene_id,gut_r1,gut_r2,gut_r3,duct_r1,duct_r2,duct_r3
ENSMUSG00000023961,172.98,190.45,202.01,162.33,208.55,98.94
ENSMUSG00000023968,0.0,0.0,0.0,8.63,16.41,0.0
ENSMUSG00000020010,0.0,0.78,0.69,5.49,66.62,65.7
ENSMUSG00000067736,0.93,1.55,2.77,0.0,0.0,3.02
ENSMUSG00000091172,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000024391,0.93,0.0,0.0,0.0,0.0,24.17
ENSMUSG00000102879,8.33,3.11,2.77,1.57,0.0,0.0
ENSMUSG00000102875,0.0,0.78,0.0,0.0,1.93,3.02
ENSMUSG00000065642,0.0,0.78,0.69,1.57,3.86,10.57
ENSMUSG00000052794,117.48,81.62,148.74,87.83,129.38,60.42
ENSMUSG00000052798,1004.56,1037.74,1213.45,1192.81,745.38,635.15
ENSMUSG00000038917,31.45,2.33,9.69,0.0,0.0,0.0
ENSMUSG00000063193,41.63,10.11,28.36,192.92,225.93,49.09
ENSMUSG00000038914,463.43,575.22,523.02,507.39,438.34,577.0
ENSMUSG00000038910,1905.53,1552.33,1908.73,1748.82,1378.76,883.62
ENSMUSG00000106375,228.48,203.66,118.99,257.23,296.41,160.86
ENSMUSG00000112710,0.0,2.33,4.15,0.78,0.97,0.0
ENSMUSG00000112874,0.0,0.0,0.0,13.33,0.0,13.59
ENSMUSG00000041247,7.4,1.55,4.15,3.14,5.79,18.13
ENSMUSG00000112714,0.93,0.78,2.08,0.0,3.86,0.0
ENSMUSG00000086638,10.18,13.99,4.15,11.76,43.45,49.85
ENSMUSG00000085355,73.08,93.28,76.79,133.32,200.83,114.79
ENSMUSG00000019948,198.88,259.63,277.42,261.15,249.1,253.0
ENSMUSG00000100002,8.33,3.11,6.92,3.14,0.0,2.27
ENSMUSG00000019943,2384.68,2100.35,1966.84,3545.48,4504.14,4643.15
ENSMUSG00000019942,1474.47,1549.22,1364.27,1799.8,929.79,2468.84
ENSMUSG00000019945,0.0,0.78,0.0,4.71,0.0,0.0
ENSMUSG00000019944,87.88,42.75,71.95,466.61,194.07,417.64
ENSMUSG00000019947,409.78,471.84,457.29,439.17,536.83,785.44
ENSMUSG00000091086,24.98,26.43,12.45,14.12,29.93,37.76
ENSMUSG00000063727,6.48,16.32,4.15,52.54,82.07,70.99
ENSMUSG00000054793,9.25,6.22,1.38,2.35,3.86,8.31
ENSMUSG00000107428,2.78,9.33,12.45,16.47,25.1,12.08
ENSMUSG00000020319,87.88,68.41,71.26,57.25,20.28,50.6
ENSMUSG00000020315,644.73,476.5,861.31,1381.8,711.59,1179.67
ENSMUSG00000070436,349.66,447.74,536.16,158.41,350.48,644.97
ENSMUSG00000020310,12.03,32.65,28.36,27.45,13.52,44.56
ENSMUSG00000020311,163.73,144.58,166.04,284.67,234.62,450.12
ENSMUSG00000020312,0.93,17.1,0.0,1.57,1.93,6.04
ENSMUSG00000096257,3.7,2.33,2.77,6.27,0.0,0.0
ENSMUSG00000048251,19.43,17.1,41.51,129.4,243.31,80.81
ENSMUSG00000101168,0.0,0.0,0.0,3.92,0.0,2.27
ENSMUSG00000101746,5.55,1.55,2.77,37.64,28.97,43.8
ENSMUSG00000113041,316.35,259.63,302.32,305.06,354.34,277.92
ENSMUSG00000113045,7.4,4.66,0.69,7.84,0.0,6.04
ENSMUSG00000113047,31.45,31.09,34.59,29.02,3.86,40.03
ENSMUSG00000054247,0.0,0.0,1.38,5.49,0.0,0.0
ENSMUSG00000036036,29.6,21.77,40.82,9.41,15.45,2.27
ENSMUSG00000002233,246.98,179.56,193.71,307.42,438.34,441.81
ENSMUSG00000091269,14.8,25.65,15.22,25.88,19.31,30.21
ENSMUSG00000033658,521.71,373.12,452.45,334.86,227.86,322.48
ENSMUSG00000033653,843.61,615.65,809.43,531.7,312.83,206.18
ENSMUSG00000108348,0.0,1.55,0.0,7.06,0.0,0.76
ENSMUSG00000026253,1.85,2.33,5.53,34.51,39.59,16.62
ENSMUSG00000026255,4.63,2.33,18.68,1.57,0.97,1.51
ENSMUSG00000026254,2875.87,2764.19,2594.32,4053.66,4434.62,4927.87
ENSMUSG00000062458,10.18,17.1,8.3,10.19,19.31,22.66
ENSMUSG00000026259,0.93,0.78,13.14,0.0,0.0,0.0
ENSMUSG00000030527,1863.9,1860.93,1643.76,1039.1,1479.17,1428.14
ENSMUSG00000034028,12.95,17.1,26.29,47.84,37.66,61.17
ENSMUSG00000034024,5680.51,5089.96,4347.39,3726.64,3795.45,3614.53
ENSMUSG00000034023,540.21,483.5,684.9,419.56,258.76,184.28
ENSMUSG00000034022,2434.63,2976.4,2761.74,2011.54,1306.35,811.12
ENSMUSG00000034021,748.34,879.94,1163.64,583.46,281.93,523.37
ENSMUSG00000074405,108.23,159.35,101.01,70.58,72.41,92.14
ENSMUSG00000074406,139.68,136.03,151.51,81.56,170.9,114.04
ENSMUSG00000071477,431.98,544.13,435.85,589.74,310.9,212.22
ENSMUSG00000023156,694.68,664.62,421.32,419.56,331.17,409.33
ENSMUSG00000023153,3.7,0.0,0.0,8.63,0.0,3.78
ENSMUSG00000003500,289.53,390.22,388.11,747.37,748.28,557.36
ENSMUSG00000023150,23312.18,19441.8,22793.36,9691.46,5196.42,5328.14
ENSMUSG00000071478,16.65,17.1,5.53,2.35,6.76,4.53
ENSMUSG00000030302,23.13,13.99,44.97,3.92,0.0,6.8
ENSMUSG00000030303,59.2,75.4,114.15,58.82,38.62,12.84
ENSMUSG00000030301,558.71,564.34,862.7,399.95,638.21,118.57
ENSMUSG00000030306,9.25,0.78,0.0,9.41,0.97,23.41
ENSMUSG00000030304,1693.7,1421.74,1528.92,1748.04,1161.52,1755.15
ENSMUSG00000030309,97.13,69.96,60.88,274.48,299.31,157.09
ENSMUSG00000069769,245.13,155.47,166.04,401.52,458.62,601.16
ENSMUSG00000005836,11.1,14.77,6.23,0.78,0.0,0.76
ENSMUSG00000031657,935.19,830.19,877.92,544.25,231.72,501.47
ENSMUSG00000031652,884.31,683.27,828.11,1050.86,1351.72,1117.74
ENSMUSG00000105112,1.85,3.11,4.15,0.0,0.0,0.0
ENSMUSG00000026921,15.73,62.19,33.9,13.33,6.76,21.15
ENSMUSG00000026923,194.25,347.47,298.17,210.17,129.38,99.69
ENSMUSG00000026922,23.13,60.63,83.02,240.76,413.24,341.36
ENSMUSG00000026925,591.08,646.74,754.08,465.83,474.07,227.32
ENSMUSG00000026924,1762.15,1876.47,2124.58,1163.79,672.97,780.91
ENSMUSG00000026927,1413.42,1573.32,1467.35,1455.52,1429.93,1112.45
ENSMUSG00000026926,1983.23,1838.39,2040.87,1792.74,1152.83,1222.72
ENSMUSG00000026928,685.43,473.39,558.99,181.16,288.69,150.29
ENSMUSG00000034683,0.0,0.0,2.77,0.0,8.69,0.0
ENSMUSG00000088246,3.7,4.66,0.0,1.57,0.97,0.76
ENSMUSG00000034687,0.0,0.0,0.0,3.14,0.0,0.76
ENSMUSG00000034685,14.8,27.21,10.38,9.41,1.93,10.57
ENSMUSG00000022204,1654.85,1860.93,1684.58,2219.36,2463.04,2385.01
ENSMUSG00000022205,12951.11,12588.86,13438.58,28130.94,30523.87,49637.43
ENSMUSG00000035378,207.2,290.72,117.61,330.94,168.0,279.43
ENSMUSG00000035376,792.74,807.65,672.45,643.06,556.14,987.84
ENSMUSG00000035370,9.25,15.55,22.83,12.55,0.97,0.76
ENSMUSG00000035372,278.43,264.29,281.57,384.27,312.83,361.75
ENSMUSG00000035373,24.98,28.76,35.97,158.41,446.07,336.08
ENSMUSG00000035085,0.0,0.0,2.08,4.71,6.76,9.06
ENSMUSG00000077457,12.95,13.21,4.15,3.14,9.66,15.86
ENSMUSG00000022130,306.18,260.41,307.86,312.12,206.62,246.96
ENSMUSG00000028568,394.98,322.59,410.94,286.24,224.0,461.44
ENSMUSG00000069184,38.85,28.76,24.21,42.35,0.97,0.76
ENSMUSG00000028563,1088.74,981.77,1082.0,1071.25,1746.62,1808.02
ENSMUSG00000034974,1304.27,1631.62,1405.08,1715.88,2150.21,1711.35
ENSMUSG00000069188,12.03,16.32,12.45,10.19,14.48,21.9
ENSMUSG00000028560,2167.31,1874.14,2153.63,1709.61,898.9,1163.81
ENSMUSG00000028567,474.53,446.96,478.05,410.15,364.97,675.93
ENSMUSG00000028565,64.75,58.3,53.96,30.58,35.72,21.9
ENSMUSG00000054385,4.63,4.66,8.3,0.78,2.9,1.51
ENSMUSG00000046556,286.75,273.62,283.65,319.96,305.1,154.82
ENSMUSG00000102463,0.93,0.0,1.38,0.78,1.93,1.51
ENSMUSG00000046550,13.88,8.55,5.53,18.04,54.07,0.76
ENSMUSG00000102466,4.63,7.77,11.07,8.63,21.24,2.27
ENSMUSG00000048538,1.85,1.55,0.69,2.35,0.0,3.02
ENSMUSG00000034906,1104.47,1161.33,1476.34,1188.1,247.17,533.19
ENSMUSG00000006024,7837.64,6901.13,6901.59,6544.36,7298.35,6099.23
ENSMUSG00000034902,10810.63,9493.53,9208.11,5300.58,5580.69,2838.91
ENSMUSG00000006021,1084.12,1047.84,1012.13,788.15,906.62,660.83
ENSMUSG00000034903,68.45,17.1,130.75,64.31,56.0,40.78
ENSMUSG00000042073,103.6,127.48,83.71,29.02,26.07,24.17
ENSMUSG00000042079,6833.07,6194.54,6079.7,5505.26,4961.79,4334.26
ENSMUSG00000042078,0.93,0.0,0.69,0.0,0.97,3.78
ENSMUSG00000114081,0.93,8.55,7.61,19.61,0.0,3.02
ENSMUSG00000034908,3066.42,2606.39,2556.27,3335.31,2856.97,2026.28
ENSMUSG00000032680,2.78,0.0,12.45,3.14,0.0,3.78
ENSMUSG00000044950,655.83,560.45,579.74,630.52,533.93,592.85
ENSMUSG00000044952,11.1,27.21,48.43,36.86,136.14,33.23
ENSMUSG00000044957,2.78,1.55,20.06,29.8,0.0,24.17
ENSMUSG00000087222,52.73,38.09,54.65,7.06,24.14,24.17
ENSMUSG00000087221,24.98,13.21,22.83,40.78,41.52,63.44
ENSMUSG00000045391,0.0,0.0,0.0,0.0,0.0,6.8
ENSMUSG00000045392,0.93,2.33,2.08,0.0,1.93,0.0
ENSMUSG00000045394,5480.7,6443.29,5926.81,290.95,387.17,386.68
ENSMUSG00000114558,4.63,4.66,0.69,2.35,0.97,0.76
ENSMUSG00000114554,0.0,0.0,4.84,6.27,5.79,9.06
ENSMUSG00000114555,2.78,2.33,21.45,5.49,7.72,20.39
ENSMUSG00000114552,12.95,9.33,2.08,0.0,2.9,0.76
ENSMUSG00000114553,0.0,0.0,6.23,28.23,78.21,77.79
ENSMUSG00000114551,5.55,13.21,6.92,6.27,8.69,6.04
ENSMUSG00000032536,1389.37,1497.14,1491.56,697.96,708.69,508.27
ENSMUSG00000074182,371.86,407.32,291.95,269.77,342.76,437.28
ENSMUSG00000032532,0.0,0.0,0.0,10.98,10.62,26.43
ENSMUSG00000032531,41.63,38.09,43.58,18.04,30.9,52.11
ENSMUSG00000058239,135.05,212.99,193.02,254.87,330.21,509.02
ENSMUSG00000058230,250.68,216.1,253.21,222.72,179.59,171.44
ENSMUSG00000050022,4107.98,4248.11,3572.55,1813.13,1946.48,1579.18
ENSMUSG00000050029,579.06,473.39,463.52,531.7,292.55,481.08
ENSMUSG00000079465,5.55,0.0,0.0,7.06,12.55,0.0
ENSMUSG00000079467,9.25,21.77,12.45,24.31,28.97,48.33
ENSMUSG00000096173,5.55,6.22,4.15,6.27,9.66,20.39
ENSMUSG00000044043,0.0,3.89,0.0,0.0,0.97,0.76
ENSMUSG00000051435,11.1,22.54,33.21,99.6,92.69,51.36
ENSMUSG00000024976,1589.17,1234.4,1488.1,1250.84,828.41,388.19
ENSMUSG00000041673,211.83,307.82,333.46,50.97,54.07,128.39
ENSMUSG00000041671,132.28,111.16,175.72,159.98,169.93,138.96
ENSMUSG00000050796,260.85,320.26,160.5,185.86,198.9,168.42
ENSMUSG00000041679,69.38,71.51,127.99,50.97,5.79,13.59
ENSMUSG00000047638,9.25,2.33,8.3,0.0,0.0,0.0
ENSMUSG00000091968,0.0,0.0,0.69,0.78,0.97,9.06
ENSMUSG00000047631,61.98,68.41,63.65,18.82,15.45,24.17
ENSMUSG00000047632,38.85,29.54,47.04,144.3,83.03,102.71
ENSMUSG00000047635,118.4,212.21,132.83,123.91,224.97,169.17
ENSMUSG00000047636,0.93,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000064833,6.48,5.44,10.38,2.35,0.0,21.15
ENSMUSG00000027649,1876.85,1863.26,2005.58,1756.66,1927.17,1394.15
ENSMUSG00000027642,7539.78,7501.23,7296.61,7682.27,5115.31,6712.48
ENSMUSG00000027641,836.21,1008.97,1147.73,1084.58,357.24,1040.71
ENSMUSG00000027646,12.95,59.85,28.36,99.6,202.76,97.42
ENSMUSG00000058492,20.35,37.31,26.98,29.8,39.59,39.27
ENSMUSG00000058498,6.48,0.0,4.15,3.92,0.0,0.0
ENSMUSG00000032267,233.1,160.91,204.78,537.98,348.55,259.04
ENSMUSG00000097310,0.0,0.0,0.0,4.71,0.0,0.0
ENSMUSG00000004319,1171.07,938.24,1073.7,1216.33,805.24,919.87
ENSMUSG00000004317,233.1,183.45,235.91,88.62,85.93,161.62
ENSMUSG00000054871,21.28,66.85,33.21,1114.38,1706.07,1632.05
ENSMUSG00000113508,0.93,0.78,0.69,0.78,0.97,1.51
ENSMUSG00000030629,2969.29,2419.83,2806.71,4601.05,5773.79,5482.96
ENSMUSG00000047090,198.88,132.92,126.6,209.39,111.03,101.96
ENSMUSG00000097318,38.85,54.41,58.11,71.36,88.83,122.35
ENSMUSG00000047098,912.99,823.19,1144.27,829.71,1009.93,714.45
ENSMUSG00000085175,38.85,73.85,69.18,72.93,73.38,144.25
ENSMUSG00000085174,12.95,8.55,17.99,6.27,6.76,0.0
ENSMUSG00000085177,0.93,0.78,6.23,0.0,2.9,0.0
ENSMUSG00000085172,33.3,41.98,37.36,36.07,70.48,107.24
ENSMUSG00000085178,30.53,54.41,72.64,28.23,24.14,24.92
ENSMUSG00000046949,803.84,897.04,797.67,194.49,182.48,229.59
ENSMUSG00000098934,11.1,12.44,8.99,6.27,8.69,2.27
ENSMUSG00000046947,548.53,540.24,526.47,574.05,582.21,401.78
ENSMUSG00000089657,0.0,1.55,6.23,3.14,0.97,1.51
ENSMUSG00000089651,12.03,0.0,6.23,12.55,9.66,1.51
ENSMUSG00000084223,1.85,1.55,2.08,0.0,0.0,1.51
ENSMUSG00000084221,5.55,3.11,6.23,3.92,7.72,12.08
ENSMUSG00000084224,3.7,4.66,2.08,3.14,3.86,4.53
ENSMUSG00000057322,661.38,897.04,756.85,770.11,1061.1,2023.26
ENSMUSG00000020894,1964.73,2012.51,2168.85,2307.19,2032.41,2061.78
ENSMUSG00000020893,4353.11,4840.43,3278.53,2575.4,3784.83,2250.58
ENSMUSG00000057329,537.43,638.97,646.85,759.13,512.69,533.95
ENSMUSG00000020892,0.0,0.0,4.84,0.78,13.52,0.0
ENSMUSG00000020891,9.25,0.0,0.0,7.06,0.97,3.02
ENSMUSG00000082686,0.0,1.55,0.0,0.78,0.0,0.0
ENSMUSG00000082687,0.93,1.55,0.0,1.57,6.76,7.55
ENSMUSG00000082684,5.55,2.33,4.15,2.35,4.83,0.76
ENSMUSG00000061577,6367.79,7372.2,7078.69,1780.19,1289.93,945.55
ENSMUSG00000061576,12.95,22.54,54.65,0.0,0.0,0.0
ENSMUSG00000061578,0.93,0.0,0.0,21.96,4.83,7.55
ENSMUSG00000016386,0.0,0.0,7.61,7.06,3.86,0.0
ENSMUSG00000016382,327.45,265.07,152.2,364.66,110.07,146.51
ENSMUSG00000081087,17.58,16.32,8.99,16.47,17.38,27.19
ENSMUSG00000085791,3.7,0.0,0.69,0.0,0.0,0.0
ENSMUSG00000085793,302.48,223.87,343.14,295.65,385.24,223.55
ENSMUSG00000106170,0.93,2.33,0.0,2.35,1.93,3.78
ENSMUSG00000083798,30.53,30.32,31.13,30.58,25.1,19.64
ENSMUSG00000034341,3004.44,3058.79,2956.14,3571.36,4785.1,3915.11
ENSMUSG00000025486,143.38,240.19,294.02,199.19,182.48,283.21
ENSMUSG00000083793,1.85,3.11,4.15,3.92,3.86,3.02
ENSMUSG00000083796,10.18,17.1,2.77,9.41,5.79,9.82
ENSMUSG00000083794,0.0,0.78,3.46,0.0,1.93,0.76
ENSMUSG00000108401,0.93,0.78,0.0,1.57,0.97,3.78
ENSMUSG00000093843,1.85,10.88,4.84,3.92,0.97,4.53
ENSMUSG00000108402,0.0,0.0,0.0,0.78,1.93,0.0
ENSMUSG00000093849,5.55,8.55,5.53,15.68,14.48,3.02
ENSMUSG00000081339,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000081331,13.88,12.44,13.14,18.04,19.31,21.9
ENSMUSG00000002006,0.93,14.77,18.68,11.76,25.1,46.07
ENSMUSG00000002007,0.93,38.87,23.52,399.95,290.62,508.27
ENSMUSG00000083245,1.85,10.11,11.07,5.49,4.83,7.55
ENSMUSG00000083246,0.0,2.33,0.0,7.84,20.28,15.1
ENSMUSG00000083240,11.1,10.11,10.38,21.96,26.07,33.23
ENSMUSG00000100635,0.93,0.0,0.0,0.78,7.72,0.0
ENSMUSG00000100632,12.03,20.21,17.3,24.31,69.52,35.5
ENSMUSG00000110882,2.78,2.33,2.77,4.71,0.97,0.76
ENSMUSG00000110887,0.93,1.55,0.0,1.57,0.97,7.55
ENSMUSG00000109750,3.7,0.78,2.08,0.78,1.93,1.51
ENSMUSG00000109751,3.7,12.44,4.15,9.41,26.07,40.78
ENSMUSG00000109754,0.93,0.0,4.15,5.49,8.69,3.02
ENSMUSG00000101587,4.63,20.99,20.06,5.49,9.66,6.04
ENSMUSG00000101586,4.63,0.0,2.77,0.0,0.0,0.0
ENSMUSG00000101585,294.15,464.07,450.37,266.64,367.86,383.66
ENSMUSG00000101583,5.55,7.0,11.76,11.76,19.31,6.8
ENSMUSG00000101589,0.93,2.33,7.61,3.92,4.83,1.51
ENSMUSG00000100182,37.93,37.31,53.27,16.47,28.0,27.94
ENSMUSG00000054003,0.0,0.0,0.0,7.06,72.41,0.0
ENSMUSG00000023272,2912.87,2822.48,2730.61,6233.81,5192.55,7170.14
ENSMUSG00000054000,69.38,111.94,102.39,95.68,154.48,128.39
ENSMUSG00000054006,0.93,0.78,0.0,3.14,8.69,4.53
ENSMUSG00000113769,18.5,24.1,33.21,32.15,27.03,14.35
ENSMUSG00000054008,4641.72,4284.64,4154.37,913.62,603.45,482.59
ENSMUSG00000103672,0.0,19.43,10.38,3.14,1.93,6.8
ENSMUSG00000096726,22.2,20.21,15.91,31.37,40.55,58.91
ENSMUSG00000096722,7.4,4.66,11.76,7.84,6.76,16.62
ENSMUSG00000096052,5.55,1.55,2.77,2.35,0.0,4.53
ENSMUSG00000033365,827.89,869.83,976.85,712.08,654.62,416.89
ENSMUSG00000001065,624.38,692.6,688.36,626.6,451.86,185.03
ENSMUSG00000037152,537.43,554.24,422.7,712.86,835.17,1462.12
ENSMUSG00000096054,541.13,530.14,395.03,550.53,554.21,272.64
ENSMUSG00000037151,193.33,269.73,325.85,174.88,141.93,154.82
ENSMUSG00000019295,286.75,359.9,445.53,329.37,278.07,199.38
ENSMUSG00000085316,8.33,18.66,2.77,68.23,36.69,155.58
ENSMUSG00000115938,31.45,29.54,26.29,53.33,67.59,87.61
ENSMUSG00000039648,109.15,137.59,100.31,128.61,142.9,212.97
ENSMUSG00000085311,14.8,7.0,0.69,17.25,32.83,37.01
ENSMUSG00000112627,457.88,394.88,379.12,147.43,138.07,156.33
ENSMUSG00000112621,0.0,0.78,0.0,2.35,15.45,8.31
ENSMUSG00000047977,0.93,0.78,2.08,0.0,0.97,3.02
ENSMUSG00000065987,3367.97,3770.83,3956.51,152.14,286.76,163.13
ENSMUSG00000092222,101.75,87.06,122.45,79.21,54.07,110.26
ENSMUSG00000015672,937.96,1127.91,880.69,1105.76,1426.07,1909.97
ENSMUSG00000015671,4035.83,4568.37,3789.78,5240.19,6158.07,8435.15
ENSMUSG00000054910,16.65,3.11,6.92,10.98,0.0,9.06
ENSMUSG00000021228,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000021226,38.85,53.64,31.13,40.78,43.45,52.11
ENSMUSG00000021224,843.61,792.88,1019.05,493.28,227.86,248.47
ENSMUSG00000021223,3.7,0.0,0.0,0.78,0.0,0.0
ENSMUSG00000021222,406.08,494.38,532.01,363.88,321.52,225.81
ENSMUSG00000021221,5.55,9.33,18.68,105.09,82.07,36.25
ENSMUSG00000031410,0.0,6.22,8.3,0.0,0.97,0.0
ENSMUSG00000090761,2.78,10.11,2.08,7.06,25.1,9.06
ENSMUSG00000000339,497.66,616.42,633.01,567.78,448.97,737.1
ENSMUSG00000108180,6.48,11.66,5.53,13.33,11.59,32.47
ENSMUSG00000108181,0.0,1.55,0.0,0.78,0.97,0.0
ENSMUSG00000108183,0.0,3.11,2.08,3.14,2.9,6.8
ENSMUSG00000108184,5.55,36.53,24.21,10.98,12.55,8.31
ENSMUSG00000106918,574.43,644.41,542.39,683.84,782.07,1070.91
ENSMUSG00000108186,0.0,0.0,0.0,1.57,0.0,0.0
ENSMUSG00000106917,12.03,24.1,18.68,10.98,14.48,19.64
ENSMUSG00000106912,0.93,0.78,0.0,0.78,0.0,0.76
ENSMUSG00000110710,0.0,0.0,0.0,3.14,0.0,12.08
ENSMUSG00000110711,0.0,0.78,0.0,1.57,0.0,0.76
ENSMUSG00000110715,0.0,0.78,2.08,3.14,0.97,1.51
ENSMUSG00000110716,0.0,4.66,4.15,14.12,28.97,27.94
ENSMUSG00000094862,1.85,123.6,186.79,12.55,0.97,5.29
ENSMUSG00000056515,677.11,558.12,581.82,1078.31,1043.72,584.55
ENSMUSG00000022048,1593.8,1892.02,1641.69,530.14,513.66,779.4
ENSMUSG00000022043,2611.31,2530.99,2847.53,2949.47,3910.35,2563.25
ENSMUSG00000029012,469.91,351.35,481.51,379.57,362.07,443.32
ENSMUSG00000022041,48.1,23.32,8.99,0.0,49.24,0.0
ENSMUSG00000029014,2114.58,1884.25,1637.54,2045.26,1853.79,2258.89
ENSMUSG00000029016,329.3,253.41,327.92,190.57,291.59,151.05
ENSMUSG00000029017,882.46,919.58,906.28,1195.16,1114.21,1431.16
ENSMUSG00000105460,25.9,13.21,11.76,30.58,23.17,0.76
ENSMUSG00000105461,13.88,16.32,11.07,11.76,19.31,21.15
ENSMUSG00000105462,73.08,3.11,24.91,25.1,14.48,323.24
ENSMUSG00000105466,0.0,0.0,0.0,0.0,19.31,0.0
ENSMUSG00000038276,4.63,0.78,0.0,1.57,0.0,1.51
ENSMUSG00000038274,2915.64,3414.81,2947.15,3670.17,5918.62,6821.23
ENSMUSG00000028164,916.69,1194.76,1407.85,548.17,364.97,425.95
ENSMUSG00000038271,444.93,680.16,563.83,530.92,530.07,359.49
ENSMUSG00000020576,399.61,422.09,446.92,377.21,203.72,298.32
ENSMUSG00000020577,11003.03,8652.46,7977.36,16053.87,17394.76,18030.34
ENSMUSG00000020570,555.93,589.22,625.4,808.54,681.66,1283.13
ENSMUSG00000020571,10522.95,11341.24,10629.11,15786.45,10152.42,16275.19
ENSMUSG00000020572,4994.15,3822.91,4018.78,4903.76,5670.48,4228.53
ENSMUSG00000038279,1371.79,1699.24,1371.88,887.74,776.28,573.22
ENSMUSG00000028760,4320.74,3892.09,4411.73,1816.27,1093.93,1649.42
ENSMUSG00000028763,27.75,62.96,68.49,34.51,82.07,61.93
ENSMUSG00000028766,75.85,51.3,60.88,265.07,131.31,220.53
ENSMUSG00000110869,7.4,0.0,12.45,4.71,0.97,12.84
ENSMUSG00000022598,0.0,0.0,0.69,0.78,16.41,11.33
ENSMUSG00000063911,12.03,20.99,10.38,3.14,0.0,1.51
ENSMUSG00000022594,2.78,10.88,41.51,50.19,28.97,148.78
ENSMUSG00000090186,4.63,5.44,7.61,14.12,10.62,12.08
ENSMUSG00000090185,43.48,51.3,76.1,61.95,54.07,39.27
ENSMUSG00000049577,32.38,107.27,101.7,169.39,167.03,146.51
ENSMUSG00000072915,43.48,8.55,7.61,18.82,69.52,9.06
ENSMUSG00000072919,41.63,55.97,55.35,29.02,9.66,29.45
ENSMUSG00000020687,863.04,799.87,735.4,756.78,256.83,586.81
ENSMUSG00000020684,0.0,0.0,0.69,1.57,0.0,0.0
ENSMUSG00000020682,18.5,38.09,42.89,10.19,23.17,13.59
ENSMUSG00000025068,4803.59,5592.89,5280.65,4356.37,7074.35,6097.72
ENSMUSG00000020680,310.8,158.58,284.34,90.97,111.03,218.26
ENSMUSG00000020681,44.4,38.87,53.27,352.12,674.9,286.23
ENSMUSG00000025066,1490.2,1888.13,2229.73,3398.05,2663.86,4165.84
ENSMUSG00000020689,173.9,70.74,36.67,568.56,459.59,459.18
ENSMUSG00000102112,35.15,39.64,42.2,109.79,203.72,222.04
ENSMUSG00000102114,19.43,7.0,0.0,0.0,0.0,0.0
ENSMUSG00000102117,17.58,24.87,8.99,14.9,31.86,39.27
ENSMUSG00000037971,207.2,221.54,195.09,221.15,272.28,520.35
ENSMUSG00000037972,130.43,65.3,157.73,900.29,1031.17,928.93
ENSMUSG00000037977,14.8,10.11,7.61,3.92,0.0,17.37
ENSMUSG00000037979,41.63,12.44,57.42,261.15,117.79,141.98
ENSMUSG00000060029,3.7,6.22,1.38,6.27,0.97,0.0
ENSMUSG00000038894,9688.59,8993.71,7731.77,5186.08,7987.73,3858.47
ENSMUSG00000087022,0.93,10.88,6.23,0.78,11.59,2.27
ENSMUSG00000040688,1793.6,1799.52,1511.62,1162.22,847.72,661.58
ENSMUSG00000087028,0.0,7.77,0.0,7.84,0.97,0.76
ENSMUSG00000114714,0.0,0.0,6.23,0.78,0.0,0.76
ENSMUSG00000036461,2628.89,2906.44,2873.82,3336.88,2570.21,2965.03
ENSMUSG00000032334,45.33,28.76,60.19,9.41,26.07,50.6
ENSMUSG00000032336,4058.03,3562.5,3887.33,2005.26,2552.83,2329.13
ENSMUSG00000032330,1033.24,1330.79,1157.41,1587.27,2240.97,3691.56
ENSMUSG00000032333,623.46,607.87,602.57,1995.85,2300.83,1767.24
ENSMUSG00000032332,90.65,94.06,68.49,38.43,85.93,190.32
ENSMUSG00000023885,272.88,151.58,152.89,94.89,248.14,421.42
ENSMUSG00000023886,91.58,56.75,58.8,3.14,8.69,11.33
ENSMUSG00000032338,4.63,1.55,0.0,8.63,0.0,0.0
ENSMUSG00000023883,649.36,694.93,713.27,639.93,472.14,500.72
ENSMUSG00000023882,60.13,93.28,69.87,131.75,85.93,68.73
ENSMUSG00000116714,19.43,29.54,35.28,37.64,8.69,9.82
ENSMUSG00000071253,512.46,360.68,585.28,312.91,427.72,302.85
ENSMUSG00000071252,33.3,98.72,49.12,56.46,19.31,40.78
ENSMUSG00000116718,31.45,27.98,11.07,16.47,24.14,40.03
ENSMUSG00000087795,2.78,2.33,3.46,0.78,0.0,0.0
ENSMUSG00000087794,4.63,0.0,1.38,0.0,0.0,0.0
ENSMUSG00000087792,1.85,0.0,2.08,0.0,0.0,1.51
ENSMUSG00000021768,6.48,7.77,2.77,6.27,12.55,4.53
ENSMUSG00000060336,13.88,10.11,54.65,43.92,1.93,47.58
ENSMUSG00000021763,3.7,4.66,6.23,0.0,0.0,1.51
ENSMUSG00000021760,24.98,33.43,13.84,5.49,14.48,18.88
ENSMUSG00000021767,560.56,659.18,502.95,248.6,224.97,379.88
ENSMUSG00000021764,1264.49,1413.19,1215.53,1666.48,2010.21,2989.2
ENSMUSG00000021765,5.55,3.89,3.46,1.57,9.66,16.62
ENSMUSG00000086779,21.28,29.54,35.28,8.63,4.83,14.35
ENSMUSG00000086775,0.0,0.0,1.38,0.0,0.0,0.0
