gene_id,gut_r1,gut_r2,gut_r3,duct_r1,duct_r2,duct_r3
ENSMUSG00000096856,0.0,0.78,2.08,0.0,1.93,2.27
ENSMUSG00000109317,10.18,3.89,1.38,0.0,0.0,0.0
ENSMUSG00000090451,0.0,1.55,0.0,0.0,1.93,1.51
ENSMUSG00000090459,4.63,2.33,0.0,0.0,0.0,0.0
ENSMUSG00000023755,109.15,159.35,104.46,137.24,260.69,286.23
ENSMUSG00000115641,0.0,0.0,0.0,4.71,0.0,0.0
ENSMUSG00000111151,1.85,2.33,2.77,1.57,3.86,1.51
ENSMUSG00000043019,732.61,648.29,1139.43,672.08,283.86,382.15
ENSMUSG00000111155,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000039536,1628.95,1608.3,2048.48,1791.17,1427.03,833.77
ENSMUSG00000048040,5.55,2.33,7.61,19.61,8.69,47.58
ENSMUSG00000043015,1339.42,876.05,779.68,594.44,328.28,249.23
ENSMUSG00000039530,419.03,502.16,476.66,516.8,466.34,700.1
ENSMUSG00000043017,15.73,3.11,12.45,123.91,118.76,28.7
ENSMUSG00000031059,949.99,1092.93,1083.39,1799.8,1656.83,3068.5
ENSMUSG00000029188,23.13,2.33,2.77,5.49,6.76,2.27
ENSMUSG00000029189,0.0,7.0,32.52,0.0,0.97,0.0
ENSMUSG00000029186,429.21,423.64,734.02,565.43,329.24,539.23
ENSMUSG00000029184,0.0,3.89,0.0,33.72,4.83,0.76
ENSMUSG00000029185,162.8,199.77,133.52,200.76,169.93,183.52
ENSMUSG00000026981,630.86,401.88,374.97,4201.09,6094.35,4937.69
ENSMUSG00000026980,1876.85,1207.19,1549.67,1286.13,1027.31,1092.06
ENSMUSG00000026987,3240.32,3613.03,4071.35,2925.16,2931.31,2335.17
ENSMUSG00000026986,12.95,13.21,22.14,14.9,0.97,0.0
ENSMUSG00000026989,2.78,1.55,0.0,14.12,52.14,46.82
ENSMUSG00000026988,435.68,411.98,473.2,345.84,255.86,132.17
ENSMUSG00000034664,90.65,146.92,92.01,49.41,3.86,29.45
ENSMUSG00000028851,3235.7,3724.96,3102.81,3249.83,3663.17,3653.8
ENSMUSG00000028850,671.56,680.94,721.57,635.22,1061.1,507.51
ENSMUSG00000028857,1220.09,1490.92,1212.76,1402.98,1376.83,1534.63
ENSMUSG00000034663,2598.36,2022.61,3000.42,4698.29,3799.31,2279.28
ENSMUSG00000028854,654.91,570.56,577.67,680.71,895.03,577.0
ENSMUSG00000028859,183.15,109.6,89.24,512.88,862.21,311.91
ENSMUSG00000048592,0.93,0.78,0.0,1.57,0.0,0.76
ENSMUSG00000110690,4.63,1.55,0.0,2.35,0.0,0.76
ENSMUSG00000114066,1.85,0.0,3.46,4.71,2.9,3.02
ENSMUSG00000021665,4770.29,4525.61,4693.99,1292.4,1311.17,1044.48
ENSMUSG00000021662,50.88,64.52,64.34,76.85,25.1,39.27
ENSMUSG00000021661,302.48,265.85,305.09,530.92,452.83,465.22
ENSMUSG00000032625,0.93,3.89,13.14,16.47,0.97,3.02
ENSMUSG00000032624,2124.76,1965.09,2664.89,1596.68,978.07,966.69
ENSMUSG00000029452,12.03,13.21,25.6,6.27,15.45,8.31
ENSMUSG00000022401,238.65,309.38,200.63,103.52,110.07,89.87
ENSMUSG00000029454,14.8,19.43,22.14,19.61,31.86,6.04
ENSMUSG00000029455,5545.45,6105.93,4746.57,2189.56,2868.55,2318.55
ENSMUSG00000029456,115.63,87.06,65.72,66.66,37.66,34.74
ENSMUSG00000029458,2241.31,1819.73,1913.57,1401.41,1143.17,1052.79
ENSMUSG00000022408,12.03,1.55,52.58,83.13,103.31,3.02
ENSMUSG00000042761,0.0,0.78,0.0,1.57,0.0,0.0
ENSMUSG00000069125,3.7,8.55,8.3,2.35,3.86,13.59
ENSMUSG00000042763,8.33,24.87,1.38,29.02,52.14,1.51
ENSMUSG00000042766,15.73,1.55,2.08,43.92,32.83,15.86
ENSMUSG00000025757,530.03,286.06,288.49,395.25,362.07,222.04
ENSMUSG00000028587,378.33,171.01,117.61,263.5,8.69,255.27
ENSMUSG00000028581,23136.43,23276.37,24865.36,28831.26,38212.29,25979.88
ENSMUSG00000028580,1660.4,2000.85,2002.82,1203.0,1085.24,702.36
ENSMUSG00000028583,27.75,18.66,8.99,7.84,14.48,24.17
ENSMUSG00000028582,1413.42,1512.68,1387.79,1339.46,885.38,597.39
ENSMUSG00000038195,12.03,10.88,15.22,20.39,29.93,25.68
ENSMUSG00000025759,384.81,213.77,193.71,189.0,201.79,286.99
ENSMUSG00000025758,1683.52,973.22,1358.73,998.32,533.93,577.75
ENSMUSG00000049881,125.8,182.67,173.65,574.84,926.9,887.39
ENSMUSG00000049882,71.23,74.62,61.57,40.78,30.9,43.8
ENSMUSG00000035539,108.23,129.04,60.88,50.97,45.38,35.5
ENSMUSG00000035530,21120.83,22027.98,21455.38,25582.21,36550.63,41632.0
ENSMUSG00000028322,1077.64,1228.18,1047.41,1180.26,1545.79,1885.05
ENSMUSG00000028327,5418.73,4819.45,5455.68,1471.21,1130.62,1040.71
ENSMUSG00000028328,0.0,0.0,0.0,0.0,0.0,0.76
ENSMUSG00000088997,0.93,0.78,0.0,0.78,0.0,0.0
ENSMUSG00000088993,0.0,1.55,0.0,0.0,7.72,2.27
ENSMUSG00000114681,0.0,0.78,0.69,7.06,0.0,12.08
ENSMUSG00000086849,11.1,21.77,15.22,7.06,25.1,18.13
ENSMUSG00000086846,3.7,8.55,9.69,3.14,15.45,9.82
ENSMUSG00000032086,71.23,101.05,86.48,99.6,29.93,83.83
ENSMUSG00000086843,0.0,0.0,0.0,4.71,0.0,0.0
ENSMUSG00000020134,2823.14,2778.18,3017.02,5043.35,3833.1,3029.98
ENSMUSG00000020135,0.0,15.55,10.38,27.45,72.41,3.02
ENSMUSG00000020137,148.0,125.93,94.09,255.66,251.03,257.53
ENSMUSG00000020130,2681.61,1774.64,2458.03,3182.39,2652.28,1890.34
ENSMUSG00000020131,12.03,44.31,67.11,1.57,0.97,12.08
ENSMUSG00000020132,2747.29,2702.0,2484.32,3646.65,4249.24,4931.65
ENSMUSG00000020133,1356.07,1762.98,1692.88,1693.14,2755.59,2075.37
ENSMUSG00000033970,456.03,581.44,413.71,694.82,398.76,882.86
ENSMUSG00000077639,3.7,1.55,3.46,3.92,0.0,0.0
ENSMUSG00000033972,528.18,524.7,435.15,367.8,283.86,391.21
ENSMUSG00000075256,68.45,110.38,86.48,66.66,108.14,95.91
ENSMUSG00000075254,225.7,172.57,200.63,350.55,284.83,404.05
ENSMUSG00000022766,48.1,25.65,22.83,46.27,46.34,45.31
ENSMUSG00000076038,0.93,0.0,0.69,0.0,0.0,0.76
ENSMUSG00000044352,0.0,0.0,11.76,0.0,0.0,0.0
ENSMUSG00000044350,3343.92,3169.17,3475.01,2313.46,2163.72,1645.64
ENSMUSG00000091285,5.55,7.77,3.46,3.14,10.62,9.06
ENSMUSG00000106691,10.18,5.44,0.0,2.35,36.69,6.04
ENSMUSG00000037773,333.93,303.16,279.49,519.94,468.28,388.19
ENSMUSG00000048865,7690.56,7282.8,7805.1,6672.97,4627.73,3674.94
ENSMUSG00000058470,9.25,33.43,23.52,387.41,202.76,846.61
ENSMUSG00000094936,47.18,69.18,43.58,82.34,87.86,88.36
ENSMUSG00000005397,98.05,140.7,193.02,558.37,496.28,324.75
ENSMUSG00000086596,0.0,0.78,0.0,0.0,0.0,0.0
ENSMUSG00000116685,6.48,17.88,9.69,5.49,2.9,11.33
ENSMUSG00000086593,1.85,2.33,0.0,3.14,0.0,8.31
ENSMUSG00000086591,0.93,4.66,0.0,0.0,1.93,0.0
ENSMUSG00000086598,0.0,2.33,0.0,1.57,0.0,0.0
ENSMUSG00000087465,0.0,1.55,8.3,0.0,3.86,0.0
ENSMUSG00000075028,154.48,195.89,190.25,181.16,121.66,70.24
ENSMUSG00000080855,8.33,2.33,0.69,2.35,2.9,3.02
ENSMUSG00000033021,1900.9,2162.53,1764.83,2587.16,2856.0,3202.93
ENSMUSG00000080851,9.25,4.66,8.99,0.0,3.86,3.02
ENSMUSG00000033024,0.0,0.0,0.0,17.25,9.66,20.39
ENSMUSG00000075025,12.95,7.77,24.91,3.14,0.97,12.84
ENSMUSG00000107968,4.63,6.22,5.53,10.19,4.83,15.1
ENSMUSG00000080859,0.0,0.0,0.0,0.78,0.97,0.76
ENSMUSG00000024935,0.0,4.66,22.14,0.0,0.0,0.0
ENSMUSG00000024937,9296.38,10538.26,9420.5,5222.16,5075.73,1732.5
ENSMUSG00000027500,2.78,5.44,4.15,25.1,9.66,33.99
ENSMUSG00000005640,0.0,0.0,0.0,2.35,0.0,0.0
ENSMUSG00000100937,0.0,3.11,0.69,0.0,0.0,0.0
ENSMUSG00000086330,1.85,4.66,8.3,0.78,5.79,0.0
ENSMUSG00000086331,0.0,0.78,0.0,2.35,6.76,3.02
ENSMUSG00000086336,0.0,0.78,0.0,32.94,78.21,36.25
ENSMUSG00000093044,0.93,6.22,2.77,5.49,0.0,0.76
ENSMUSG00000040701,1888.88,2046.71,1671.43,2485.21,2731.45,1270.3
ENSMUSG00000094930,314.5,125.93,676.6,931.66,62.76,562.65
ENSMUSG00000098483,2.78,3.89,2.77,4.71,0.97,13.59
ENSMUSG00000094103,0.0,0.0,0.0,0.0,0.0,1.51
ENSMUSG00000098488,0.93,3.11,0.0,2.35,0.0,5.29
ENSMUSG00000066478,0.93,0.0,0.0,0.0,1.93,2.27
ENSMUSG00000081023,7.4,3.89,2.77,3.14,14.48,7.55
ENSMUSG00000081021,2.78,7.77,1.38,7.06,13.52,19.64
ENSMUSG00000085732,12.03,9.33,5.53,1.57,0.0,14.35
ENSMUSG00000085735,8.33,16.32,18.68,3.92,5.79,1.51
ENSMUSG00000085738,5.55,3.11,9.69,3.14,10.62,3.02
ENSMUSG00000029848,4.63,1.55,3.46,7.06,7.72,13.59
ENSMUSG00000029840,16059.16,10947.91,14533.04,6223.61,3716.28,5111.39
ENSMUSG00000029847,25.9,34.98,40.82,8.63,12.55,0.76
ENSMUSG00000029844,0.0,0.0,4.15,21.17,5.79,10.57
ENSMUSG00000077271,9.25,8.55,2.77,3.14,0.97,3.02
ENSMUSG00000077274,1.85,0.0,0.0,0.78,0.0,1.51
ENSMUSG00000094843,12.03,19.43,11.07,10.19,11.59,18.88
ENSMUSG00000102301,0.93,181.12,4.84,15.68,7.72,4.53
ENSMUSG00000109130,23.13,20.99,12.45,7.06,3.86,0.76
ENSMUSG00000042210,154.48,167.9,119.68,62.74,47.31,164.64
ENSMUSG00000058997,529.11,455.52,614.34,285.46,256.83,148.02
ENSMUSG00000102305,0.0,0.0,0.0,0.78,0.0,12.84
ENSMUSG00000047921,1492.97,1134.9,1254.27,1119.87,929.79,444.07
ENSMUSG00000078143,1.85,2.33,0.69,1.57,1.93,1.51
ENSMUSG00000078144,1.85,8.55,12.45,3.92,0.0,4.53
ENSMUSG00000113648,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000034343,3831.41,3789.48,3909.47,3819.96,5359.59,4056.34
ENSMUSG00000083773,8.33,8.55,2.77,5.49,1.93,2.27
ENSMUSG00000034349,4137.58,3639.46,3847.9,3526.66,2271.86,3830.52
ENSMUSG00000001558,4.63,13.21,5.53,6.27,0.0,0.0
ENSMUSG00000001555,28.68,40.42,33.9,28.23,50.21,66.46
ENSMUSG00000001552,3971.08,3631.69,4233.93,1503.36,1739.86,774.87
ENSMUSG00000082828,1.85,2.33,2.77,2.35,4.83,3.78
ENSMUSG00000082829,0.0,3.89,11.07,0.0,0.0,14.35
ENSMUSG00000082820,9.25,11.66,7.61,11.76,17.38,27.94
ENSMUSG00000082826,7.4,7.0,8.3,7.06,4.83,13.59
ENSMUSG00000017057,1880.55,1515.79,1627.85,1730.79,1967.72,1128.31
ENSMUSG00000009207,508.76,293.05,354.9,452.5,215.31,238.65
ENSMUSG00000002379,478.23,718.25,643.39,1173.2,1313.1,2122.95
ENSMUSG00000095098,178.53,344.36,346.6,260.36,474.07,278.68
ENSMUSG00000019235,36.08,47.42,26.98,25.1,27.03,32.47
ENSMUSG00000015568,167.43,83.17,51.19,254.09,516.55,163.88
ENSMUSG00000099422,0.0,0.0,0.0,1.57,0.0,13.59
ENSMUSG00000099423,7.4,7.0,29.06,11.76,5.79,0.76
ENSMUSG00000002602,325.6,179.56,242.83,1172.42,1436.69,607.2
ENSMUSG00000002603,6284.54,6246.62,5645.24,1886.85,3001.79,1595.8
ENSMUSG00000099428,4.63,0.78,0.0,0.78,0.0,0.0
ENSMUSG00000083193,5.55,23.32,2.08,25.88,36.69,19.64
ENSMUSG00000083199,0.93,5.44,2.08,6.27,3.86,5.29
ENSMUSG00000065922,0.0,4.66,4.84,1.57,2.9,6.04
ENSMUSG00000015697,894.49,1360.33,1602.25,765.4,487.59,478.06
ENSMUSG00000112132,0.0,0.0,2.08,2.35,0.0,0.0
ENSMUSG00000000605,2629.81,2234.82,2408.22,2191.13,2304.69,1959.06
ENSMUSG00000000600,960.16,872.94,1156.03,1220.25,1115.17,1117.74
ENSMUSG00000081848,0.0,0.0,0.0,0.0,7.72,0.76
ENSMUSG00000097479,8.33,5.44,8.99,1.57,7.72,0.76
ENSMUSG00000097476,0.0,3.11,0.0,1.57,1.93,0.0
ENSMUSG00000097472,56.43,69.96,89.24,22.74,12.55,2.27
ENSMUSG00000097471,104.53,49.75,87.86,49.41,81.1,35.5
ENSMUSG00000034210,1431.0,1371.21,1328.98,1332.4,1247.45,1060.34
ENSMUSG00000010054,222.93,311.71,237.99,683.84,805.24,506.0
ENSMUSG00000062753,617.91,748.57,618.49,1000.67,1300.55,1362.43
ENSMUSG00000112683,3.7,5.44,6.92,7.06,9.66,20.39
ENSMUSG00000115486,0.0,2.33,0.69,0.78,0.0,2.27
ENSMUSG00000115488,9.25,0.0,6.23,3.92,0.0,3.02
ENSMUSG00000014778,24.05,71.51,39.43,158.41,218.21,286.99
ENSMUSG00000014773,16.65,16.32,0.69,156.06,207.59,32.47
ENSMUSG00000061731,1012.89,932.8,1179.55,781.09,570.62,348.16
ENSMUSG00000014776,0.0,3.11,1.38,1.57,0.97,0.76
ENSMUSG00000109251,0.93,3.11,2.77,18.82,21.24,19.64
ENSMUSG00000090128,0.0,0.78,0.0,0.78,1.93,1.51
ENSMUSG00000109255,15.73,22.54,11.76,23.53,7.72,14.35
ENSMUSG00000090124,546.68,500.6,670.37,259.58,325.38,243.94
ENSMUSG00000090125,1.85,4.66,4.15,16.47,54.07,22.66
ENSMUSG00000090120,4.63,0.78,0.0,7.06,0.97,7.55
ENSMUSG00000090121,0.93,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000055660,460.66,279.06,295.41,218.01,117.79,120.08
ENSMUSG00000105954,0.93,2.33,6.23,7.06,0.0,0.76
ENSMUSG00000105955,0.0,3.11,6.23,0.0,0.0,10.57
ENSMUSG00000105957,43.48,31.09,76.1,9.41,0.97,21.15
ENSMUSG00000105950,0.0,4.66,2.08,1.57,1.93,4.53
ENSMUSG00000040009,7.4,1.55,7.61,53.33,2.9,25.68
ENSMUSG00000040006,826.04,917.25,886.91,1115.95,935.59,1048.26
ENSMUSG00000040007,354.28,613.31,533.39,365.45,452.83,360.24
ENSMUSG00000040003,0.93,6.22,1.38,20.39,11.59,38.52
ENSMUSG00000038555,6.48,0.0,11.07,10.19,16.41,3.78
ENSMUSG00000060143,191.48,211.43,181.26,232.13,367.86,481.08
ENSMUSG00000032081,0.0,1.55,2.08,0.0,0.0,204.67
ENSMUSG00000060147,329.3,352.13,487.73,312.12,531.03,496.94
ENSMUSG00000039067,1613.22,1932.44,1737.85,2964.37,3027.86,4171.89
ENSMUSG00000067389,1.85,0.0,5.53,0.78,0.0,0.0
ENSMUSG00000025515,23.13,37.31,82.33,0.0,0.0,0.0
ENSMUSG00000061718,45.33,31.09,71.95,4.71,0.0,0.0
ENSMUSG00000025511,117.48,164.02,109.31,133.32,252.97,262.06
ENSMUSG00000025510,23.13,36.53,89.94,79.21,69.52,82.32
ENSMUSG00000055114,3.7,3.11,2.77,0.0,0.0,0.0
ENSMUSG00000025512,774.24,664.62,655.15,731.68,528.14,706.14
ENSMUSG00000023963,13.88,31.87,0.0,93.32,58.9,89.12
ENSMUSG00000056310,660.46,1127.13,846.09,561.51,504.97,416.89
ENSMUSG00000056313,16.65,11.66,40.82,0.0,0.0,0.76
ENSMUSG00000111561,0.0,0.0,0.0,6.27,7.72,1.51
ENSMUSG00000023829,7.4,3.11,6.92,0.0,0.0,40.03
ENSMUSG00000023828,0.0,0.78,0.0,0.0,0.0,48.33
ENSMUSG00000023827,4135.73,2321.11,2680.11,2091.53,1892.41,2142.58
ENSMUSG00000023826,0.93,5.44,19.37,16.47,40.55,6.04
ENSMUSG00000108584,0.0,0.0,0.0,1.57,3.86,0.0
ENSMUSG00000067653,4.63,3.11,6.92,4.71,0.0,6.04
ENSMUSG00000112918,0.93,2.33,0.69,0.0,0.0,0.0
ENSMUSG00000081309,5.55,4.66,3.46,0.78,0.97,3.02
ENSMUSG00000024059,0.0,0.0,0.0,3.92,0.97,1.51
ENSMUSG00000060397,43.48,65.3,49.12,72.93,21.24,1.51
ENSMUSG00000021375,805.69,676.28,738.86,335.65,340.83,193.34
ENSMUSG00000038838,529.11,897.04,763.77,317.61,206.62,261.31
ENSMUSG00000038836,17.58,17.1,16.6,19.61,32.83,108.0
ENSMUSG00000038831,70.3,51.3,12.45,117.63,32.83,107.24
ENSMUSG00000053094,2380.06,2402.73,2563.88,2703.22,2226.48,2626.69
ENSMUSG00000036026,132.28,156.24,187.48,718.35,719.31,719.73
ENSMUSG00000053091,134.13,221.54,204.78,151.36,195.03,103.47
ENSMUSG00000053093,0.0,1.55,0.69,50.97,19.31,24.92
ENSMUSG00000050919,2062.78,1829.06,1784.89,1348.87,1151.86,907.79
ENSMUSG00000110218,0.0,4.66,6.92,16.47,24.14,7.55
ENSMUSG00000110213,2.78,7.0,3.46,0.78,0.0,0.0
ENSMUSG00000100201,2.78,8.55,6.23,6.27,8.69,3.78
ENSMUSG00000020034,1898.13,1150.45,1207.92,3496.08,2305.66,3808.62
ENSMUSG00000103443,0.93,0.0,0.0,0.0,27.03,2.27
ENSMUSG00000064672,0.0,6.22,2.08,0.0,0.0,3.02
ENSMUSG00000022887,25.9,38.87,6.23,3.92,9.66,39.27
ENSMUSG00000022884,5312.35,4957.03,4967.95,5070.8,5114.35,4262.51
ENSMUSG00000031320,4516.84,5459.19,4105.95,4099.93,5990.07,8568.83
ENSMUSG00000022883,11.1,14.77,33.9,1.57,8.69,4.53
ENSMUSG00000022881,721.51,754.79,674.52,1196.73,582.21,1524.81
ENSMUSG00000031327,11.1,3.89,4.15,3.14,5.79,10.57
ENSMUSG00000031326,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000107561,2.78,1.55,4.84,5.49,4.83,14.35
ENSMUSG00000107560,17.58,9.33,15.22,31.37,48.28,68.73
ENSMUSG00000107566,0.0,3.11,5.53,0.78,0.0,0.0
ENSMUSG00000024053,2820.37,1461.38,1571.12,1562.18,2268.97,937.99
ENSMUSG00000093256,12.03,20.21,5.53,18.04,35.72,35.5
ENSMUSG00000036693,826.04,635.86,608.11,600.72,606.35,581.53
ENSMUSG00000036698,5116.25,3075.89,3357.4,1754.31,2126.07,1973.41
ENSMUSG00000036699,5.55,0.78,0.0,0.78,0.0,0.0
ENSMUSG00000039873,35.15,54.41,52.58,27.45,29.93,32.47
ENSMUSG00000090958,902.81,366.12,343.83,865.78,580.28,216.0
ENSMUSG00000116114,320.98,445.41,348.68,327.81,281.93,259.04
ENSMUSG00000073968,159.1,232.42,172.26,146.65,81.1,212.22
ENSMUSG00000039879,1017.51,967.78,1257.04,835.2,667.17,342.12
ENSMUSG00000039878,2.78,11.66,24.21,0.0,5.79,7.55
ENSMUSG00000030935,11.1,0.0,0.69,0.0,0.0,0.0
ENSMUSG00000030930,1485.57,1562.43,1446.59,657.96,532.97,412.36
ENSMUSG00000102874,16.65,1.55,0.69,4.71,0.0,6.04
ENSMUSG00000019173,1370.87,987.21,945.02,575.62,1036.0,622.31
ENSMUSG00000104140,2.78,20.99,0.0,0.0,18.34,2.27
ENSMUSG00000019178,407.01,375.45,296.1,58.03,56.97,29.45
ENSMUSG00000019179,49897.07,54527.36,43855.09,15035.95,14597.66,14898.4
ENSMUSG00000036526,9080.86,8960.28,9117.48,2492.27,1665.52,1102.63
ENSMUSG00000096464,626.23,332.7,116.23,664.24,214.34,200.14
ENSMUSG00000096461,151.7,0.78,2.08,192.14,28.97,330.79
ENSMUSG00000036523,0.0,0.78,0.0,0.78,23.17,0.0
ENSMUSG00000036528,498.58,617.98,488.42,1043.02,1279.31,879.84
ENSMUSG00000036529,3642.7,4179.7,4310.03,2356.6,2106.76,1343.55
ENSMUSG00000071042,1828.75,1844.6,2338.35,1792.74,1329.52,1390.38
ENSMUSG00000071040,4.63,3.11,3.46,5.49,1.93,11.33
ENSMUSG00000071041,67.53,48.19,35.28,32.15,34.76,32.47
ENSMUSG00000021499,7.4,0.0,0.69,3.92,0.0,0.0
ENSMUSG00000038587,145.23,79.29,39.43,82.34,80.14,98.94
ENSMUSG00000038580,0.0,0.78,6.23,10.19,9.66,3.78
ENSMUSG00000049295,271.95,328.81,198.55,476.02,644.97,299.07
ENSMUSG00000038582,2091.46,1813.51,1931.56,978.71,1070.76,822.44
ENSMUSG00000038583,24.98,9.33,25.6,16.47,6.76,9.82
ENSMUSG00000049299,440.31,643.63,572.83,615.62,794.62,1221.96
ENSMUSG00000035161,1308.89,1195.53,1802.19,1073.6,950.07,842.08
ENSMUSG00000030208,1579.92,1172.21,1072.32,183.51,144.83,290.76
ENSMUSG00000097731,14.8,0.78,0.0,7.06,0.0,6.04
ENSMUSG00000116804,3.7,0.78,0.69,3.92,0.0,3.02
ENSMUSG00000030203,1358.84,1261.61,1162.26,879.12,1176.97,1310.32
ENSMUSG00000030201,734.46,752.46,974.77,431.32,326.34,463.71
ENSMUSG00000030200,1627.1,1644.83,1647.22,1853.91,2406.07,1662.26
ENSMUSG00000030207,4171.81,3615.36,3659.72,867.35,1004.14,376.86
ENSMUSG00000030206,618.83,761.01,621.95,13.33,22.21,13.59
ENSMUSG00000030205,0.0,0.78,9.69,21.96,7.72,52.87
ENSMUSG00000024593,0.93,10.11,0.0,0.0,0.0,0.76
ENSMUSG00000024597,195.18,122.04,144.59,391.33,281.93,166.15
ENSMUSG00000038058,1203.44,1156.67,1057.79,1871.16,1417.38,521.11
ENSMUSG00000082931,3.7,10.11,8.99,3.14,0.97,12.08
ENSMUSG00000038056,2528.99,2075.47,1891.43,1906.45,1860.55,1747.6
ENSMUSG00000105230,0.0,0.0,1.38,0.78,0.0,0.0
ENSMUSG00000105233,5.55,5.44,4.84,4.71,8.69,12.84
ENSMUSG00000042462,374.63,525.48,475.97,501.9,484.69,984.06
ENSMUSG00000070880,0.0,0.0,0.0,3.14,1.93,30.21
ENSMUSG00000070883,13.88,7.0,11.76,26.66,18.34,30.21
ENSMUSG00000082936,6.48,17.1,0.69,6.27,2.9,0.0
ENSMUSG00000073684,540.21,853.51,700.81,829.71,923.03,1095.84
ENSMUSG00000073682,1.85,3.11,6.92,0.78,0.0,2.27
ENSMUSG00000073680,12.95,0.0,1.38,0.0,0.0,0.76
ENSMUSG00000022304,3.7,2.33,0.69,5.49,70.48,68.73
ENSMUSG00000035186,7.4,0.0,6.92,6.27,37.66,0.76
ENSMUSG00000035183,7.4,4.66,15.22,17.25,15.45,12.84
ENSMUSG00000097333,193.33,120.49,177.11,370.15,213.38,168.42
ENSMUSG00000035181,755.74,666.17,722.26,392.9,291.59,288.5
ENSMUSG00000069089,733.54,860.5,754.08,868.92,1077.52,1202.32
ENSMUSG00000063179,131.35,166.35,147.36,210.17,243.31,257.53
ENSMUSG00000024981,7305.75,5799.66,6372.34,3852.9,3218.07,2213.58
ENSMUSG00000037071,854.71,302.38,489.12,549.74,228.83,581.53
ENSMUSG00000034584,0.0,0.0,0.0,0.78,0.0,0.0
ENSMUSG00000034586,328.38,275.95,330.69,313.69,184.41,273.39
ENSMUSG00000048652,0.0,0.0,0.0,4.71,1.93,6.04
ENSMUSG00000043602,82.33,135.26,56.04,76.85,103.31,21.9
ENSMUSG00000037072,6338.19,6173.55,5556.0,7083.91,7019.31,9321.04
ENSMUSG00000004994,674.33,709.7,590.81,631.3,637.24,397.25
ENSMUSG00000045761,0.0,0.0,0.0,2.35,2.9,0.76
ENSMUSG00000004996,1489.27,1937.11,1411.31,945.78,1265.79,978.02
ENSMUSG00000045763,4934.95,2492.12,2665.58,10659.97,20089.52,14431.67
ENSMUSG00000025652,4.63,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000025650,7.4,8.55,2.77,21.17,54.07,40.78
ENSMUSG00000025651,5929.34,7274.25,6278.95,8440.62,7082.07,8762.17
ENSMUSG00000025656,24.98,9.33,25.6,83.13,189.24,73.26
ENSMUSG00000114185,95.28,94.06,166.73,257.23,209.52,324.75
ENSMUSG00000088075,2.78,0.0,0.0,0.78,10.62,0.0
ENSMUSG00000102270,8.33,2.33,5.53,7.06,5.79,2.27
ENSMUSG00000102275,0.0,0.0,0.0,4.71,0.0,0.0
ENSMUSG00000102277,0.93,1.55,2.77,3.92,0.0,1.51
ENSMUSG00000102278,9.25,9.33,29.06,0.78,0.97,0.0
ENSMUSG00000021148,0.0,0.78,0.69,2.35,0.0,3.02
ENSMUSG00000021149,3212.57,2685.67,2947.84,2093.1,2391.59,2264.93
ENSMUSG00000071866,16734.42,21640.86,18676.34,27520.82,32088.01,49626.1
ENSMUSG00000071867,3.7,1.55,0.69,4.71,5.79,5.29
ENSMUSG00000071862,115.63,133.7,97.55,127.83,65.66,75.52
ENSMUSG00000046196,1.85,1.55,0.0,0.0,7.72,0.0
ENSMUSG00000007872,200.73,164.02,137.67,692.47,595.72,740.12
ENSMUSG00000007877,0.0,4.66,3.46,0.0,0.0,0.0
ENSMUSG00000114235,12.03,6.22,9.69,45.49,31.86,12.84
ENSMUSG00000024013,13606.02,15353.04,15181.97,6975.68,7897.93,3249.75
ENSMUSG00000024012,3319.87,3962.05,3461.17,4119.54,4565.93,4555.54
ENSMUSG00000024011,0.93,5.44,14.53,16.47,49.24,43.8
ENSMUSG00000074336,0.0,0.78,0.0,1.57,0.0,97.42
ENSMUSG00000024014,2664.96,4148.61,5271.66,2833.41,4503.17,3358.5
ENSMUSG00000024019,287.68,260.41,294.71,120.77,239.45,330.79
ENSMUSG00000044496,1561.42,2291.57,1990.36,2093.88,2659.04,1727.21
ENSMUSG00000042262,0.0,7.77,0.0,43.92,0.0,13.59
ENSMUSG00000042265,4793.42,5551.69,4693.99,257.23,380.41,329.28
ENSMUSG00000042268,0.0,0.0,2.77,19.61,45.38,32.47
ENSMUSG00000021213,47.18,94.06,97.55,97.24,149.66,124.61
ENSMUSG00000020427,156.33,174.12,176.41,21.96,32.83,10.57
ENSMUSG00000044147,10021.59,10392.9,8327.42,12780.52,15694.49,12332.89
ENSMUSG00000018919,132.28,86.28,101.01,600.72,919.17,1050.52
ENSMUSG00000044145,21.28,14.77,12.45,9.41,21.24,35.5
ENSMUSG00000044141,4.63,3.89,1.38,3.92,0.97,6.8
ENSMUSG00000044149,52.73,41.2,89.24,63.52,121.66,35.5
ENSMUSG00000044148,1345.89,1341.67,1373.95,1151.24,921.1,828.49
ENSMUSG00000078632,0.0,0.0,0.0,1.57,0.0,0.0
ENSMUSG00000041515,2270.91,5247.75,5546.31,10510.97,14315.73,9405.62
ENSMUSG00000078635,494.88,557.35,662.76,417.99,512.69,301.34
ENSMUSG00000098180,0.93,3.89,2.08,0.78,4.83,1.51
